reading_id,timestamp,sensor_id,location,grid_x,grid_y,temperature_c,humidity_pct,co2_ppm,noise_db,occupancy
234,2024-03-12 00:00:00,SENSOR-014,Rooftop - South,5.021,2.476,24.2,60.9,460.0,55.8,1
235,2024-03-12 00:00:00,SENSOR-015,Basement - Main,-0.099,2.093,,50.5,421.0,58.6,1
236,2024-03-12 00:00:00,SENSOR-016,Basement - Storage,0.005,0.91,19.0,51.7,446.0,41.5,0
237,2024-03-12 00:00:00,SENSOR-017,Lobby - Entrance,0.422,2.009,21.3,45.8,509.0,36.9,1
238,2024-03-12 00:00:00,SENSOR-018,Lobby - Reception,0.501,0.906,21.5,59.7,472.0,37.2,0
239,2024-03-12 00:00:00,SENSOR-019,Carpark - B1,-0.92,1.986,18.8,57.4,584.0,30.9,1
240,2024-03-12 00:00:00,SENSOR-020,Carpark - B2,-1.954,2.014,20.1,49.9,532.0,38.2,1
241,2024-03-13 00:00:00,SENSOR-001,Floor 1 - Zone A,1.017,1.038,21.1,64.0,475.0,38.4,1
242,2024-03-13 00:00:00,SENSOR-002,Floor 1 - Zone B,1.007,2.07,23.6,53.3,463.0,30.9,1
243,2024-03-13 00:00:00,SENSOR-003,Floor 1 - Zone C,1.115,2.961,22.2,49.5,399.0,35.7,0
244,2024-03-13 00:00:00,SENSOR-004,Floor 2 - Zone A,2.079,1.038,22.2,66.7,383.0,44.5,0
245,2024-03-13 00:00:00,SENSOR-005,Floor 2 - Zone B,2.018,2.06,20.2,40.4,464.0,34.5,0
246,2024-03-13 00:00:00,SENSOR-006,Floor 2 - Zone C,1.919,3.044,23.2,46.4,369.0,34.2,1
247,2024-03-13 00:00:00,SENSOR-007,Floor 3 - Zone A,3.047,1.019,21.6,62.8,461.0,47.6,1
248,2024-03-13 00:00:00,SENSOR-008,Floor 3 - Zone B,2.964,2.02,,48.6,348.0,34.5,0
249,2024-03-13 00:00:00,SENSOR-009,Floor 3 - Zone C,3.056,2.99,23.4,48.7,535.0,28.2,1
250,2024-03-13 00:00:00,SENSOR-010,Floor 4 - Zone A,4.043,1.046,23.7,53.9,498.0,20.9,0
251,2024-03-13 00:00:00,SENSOR-011,Floor 4 - Zone B,4.079,1.97,20.5,53.7,477.0,36.7,1
252,2024-03-13 00:00:00,SENSOR-012,Floor 4 - Zone C,3.911,3.093,20.2,58.6,381.0,52.6,1
253,2024-03-13 00:00:00,SENSOR-013,Rooftop - North,4.936,1.459,24.9,49.7,444.0,52.7,1
254,2024-03-13 00:00:00,SENSOR-014,Rooftop - South,5.009,2.511,25.1,42.8,380.0,48.2,0
255,2024-03-13 00:00:00,SENSOR-015,Basement - Main,-0.082,2.056,21.3,55.7,509.0,46.3,0
256,2024-03-13 00:00:00,SENSOR-016,Basement - Storage,-0.019,0.947,18.9,57.7,590.0,47.4,1
257,2024-03-13 00:00:00,SENSOR-017,Lobby - Entrance,0.37,1.923,22.3,58.1,491.0,16.8,0
258,2024-03-13 00:00:00,SENSOR-018,Lobby - Reception,0.517,0.91,22.6,55.8,534.0,37.9,1
259,2024-03-13 00:00:00,SENSOR-019,Carpark - B1,-1.019,2.029,21.4,60.8,389.0,12.7,0
260,2024-03-13 00:00:00,SENSOR-020,Carpark - B2,-1.885,2.02,22.0,48.1,481.0,41.5,1
261,2024-03-14 00:00:00,SENSOR-001,Floor 1 - Zone A,0.947,1.085,,70.2,445.0,46.0,1
262,2024-03-14 00:00:00,SENSOR-002,Floor 1 - Zone B,1.146,2.04,21.9,47.3,215.0,53.6,1
263,2024-03-14 00:00:00,SENSOR-003,Floor 1 - Zone C,0.954,3.153,23.2,59.9,395.0,43.3,1
264,2024-03-14 00:00:00,SENSOR-004,Floor 2 - Zone A,1.98,1.059,,51.3,625.0,17.5,0
265,2024-03-14 00:00:00,SENSOR-005,Floor 2 - Zone B,1.89,2.077,20.7,37.5,411.0,20.9,0
266,2024-03-14 00:00:00,SENSOR-006,Floor 2 - Zone C,2.035,3.004,23.7,53.8,324.0,50.7,0
267,2024-03-14 00:00:00,SENSOR-007,Floor 3 - Zone A,2.911,1.107,24.4,48.3,422.0,47.6,1
268,2024-03-14 00:00:00,SENSOR-008,Floor 3 - Zone B,2.971,2.068,21.3,50.2,394.0,44.1,0
269,2024-03-14 00:00:00,SENSOR-009,Floor 3 - Zone C,3.005,3.021,23.4,62.0,420.0,47.4,1
270,2024-03-14 00:00:00,SENSOR-010,Floor 4 - Zone A,3.975,1.015,22.8,57.2,481.0,49.7,0
271,2024-03-14 00:00:00,SENSOR-011,Floor 4 - Zone B,4.062,1.901,20.2,54.0,482.0,44.5,1
272,2024-03-14 00:00:00,SENSOR-012,Floor 4 - Zone C,3.933,2.944,24.5,37.1,362.0,40.0,1
273,2024-03-14 00:00:00,SENSOR-013,Rooftop - North,5.036,1.551,25.8,49.6,511.0,61.7,1
274,2024-03-14 00:00:00,SENSOR-014,Rooftop - South,5.081,2.554,26.7,59.9,520.0,32.3,1
275,2024-03-14 00:00:00,SENSOR-015,Basement - Main,-0.069,1.852,20.3,56.2,476.0,31.7,1
276,2024-03-14 00:00:00,SENSOR-016,Basement - Storage,-0.086,0.933,,65.1,539.0,35.3,1
277,2024-03-14 00:00:00,SENSOR-017,Lobby - Entrance,0.449,2.04,22.2,46.9,493.0,38.8,1
278,2024-03-14 00:00:00,SENSOR-018,Lobby - Reception,0.542,0.99,21.1,57.0,298.0,38.6,1
279,2024-03-14 00:00:00,SENSOR-019,Carpark - B1,-1.052,1.94,21.9,39.3,523.0,34.4,1
280,2024-03-14 00:00:00,SENSOR-020,Carpark - B2,-2.0,2.106,19.5,45.8,439.0,21.8,0
281,2024-03-15 00:00:00,SENSOR-001,Floor 1 - Zone A,1.086,1.001,22.2,62.7,336.0,40.9,0
282,2024-03-15 00:00:00,SENSOR-002,Floor 1 - Zone B,1.072,2.051,19.9,44.1,428.0,30.2,1
283,2024-03-15 00:00:00,SENSOR-003,Floor 1 - Zone C,0.905,2.981,22.7,57.3,404.0,47.1,1
284,2024-03-15 00:00:00,SENSOR-004,Floor 2 - Zone A,1.999,1.045,22.3,55.8,421.0,61.4,0
285,2024-03-15 00:00:00,SENSOR-005,Floor 2 - Zone B,2.052,1.961,21.7,49.9,430.0,42.7,1
286,2024-03-15 00:00:00,SENSOR-006,Floor 2 - Zone C,2.064,3.046,,52.7,397.0,48.2,1
287,2024-03-15 00:00:00,SENSOR-007,Floor 3 - Zone A,2.908,1.017,21.6,60.7,415.0,41.8,0
288,2024-03-15 00:00:00,SENSOR-008,Floor 3 - Zone B,2.968,2.053,21.0,53.1,412.0,40.8,1
289,2024-03-15 00:00:00,SENSOR-009,Floor 3 - Zone C,2.97,2.979,22.4,61.6,532.0,30.1,1
290,2024-03-15 00:00:00,SENSOR-010,Floor 4 - Zone A,4.055,0.96,20.2,69.1,437.0,44.3,1
291,2024-03-15 00:00:00,SENSOR-011,Floor 4 - Zone B,4.054,1.979,20.5,64.3,507.0,33.1,0
292,2024-03-15 00:00:00,SENSOR-012,Floor 4 - Zone C,4.014,2.958,20.1,56.1,491.0,37.9,1
293,2024-03-15 00:00:00,SENSOR-013,Rooftop - North,4.952,1.441,,49.2,470.0,52.7,1
294,2024-03-15 00:00:00,SENSOR-014,Rooftop - South,5.053,2.515,23.9,56.0,460.0,44.0,1
295,2024-03-15 00:00:00,SENSOR-015,Basement - Main,-0.036,1.927,19.8,48.0,340.0,23.8,1
296,2024-03-15 00:00:00,SENSOR-016,Basement - Storage,-0.06,1.006,21.1,52.4,582.0,49.7,1
297,2024-03-15 00:00:00,SENSOR-017,Lobby - Entrance,0.468,1.997,20.2,60.3,495.0,41.0,0
298,2024-03-15 00:00:00,SENSOR-018,Lobby - Reception,0.53,0.975,24.0,56.5,331.0,42.2,0
299,2024-03-15 00:00:00,SENSOR-019,Carpark - B1,-1.006,1.974,19.7,52.4,477.0,12.6,1
300,2024-03-15 00:00:00,SENSOR-020,Carpark - B2,-2.046,1.999,20.9,46.5,413.0,45.1,1
301,2024-03-16 00:00:00,SENSOR-001,Floor 1 - Zone A,0.989,0.897,23.3,55.8,378.0,57.3,0
302,2024-03-16 00:00:00,SENSOR-002,Floor 1 - Zone B,0.908,2.029,23.4,56.8,559.0,61.3,1
303,2024-03-16 00:00:00,SENSOR-003,Floor 1 - Zone C,1.014,2.998,21.6,61.5,449.0,63.3,1
304,2024-03-16 00:00:00,SENSOR-004,Floor 2 - Zone A,2.056,0.886,20.5,55.1,267.0,52.9,0
305,2024-03-16 00:00:00,SENSOR-005,Floor 2 - Zone B,2.057,1.976,22.9,67.8,343.0,48.4,1
306,2024-03-16 00:00:00,SENSOR-006,Floor 2 - Zone C,1.916,2.962,19.5,55.9,478.0,53.5,1
307,2024-03-16 00:00:00,SENSOR-007,Floor 3 - Zone A,2.997,0.957,23.9,59.9,446.0,16.8,0
308,2024-03-16 00:00:00,SENSOR-008,Floor 3 - Zone B,3.05,2.034,21.6,56.3,488.0,34.2,0
309,2024-03-16 00:00:00,SENSOR-009,Floor 3 - Zone C,2.988,3.015,22.1,56.0,437.0,46.9,0
310,2024-03-16 00:00:00,SENSOR-010,Floor 4 - Zone A,3.977,0.959,,45.2,334.0,57.6,0
311,2024-03-16 00:00:00,SENSOR-011,Floor 4 - Zone B,4.008,1.969,25.1,61.4,453.0,43.6,0
312,2024-03-16 00:00:00,SENSOR-012,Floor 4 - Zone C,3.941,2.978,21.5,50.9,479.0,35.2,1
313,2024-03-16 00:00:00,SENSOR-013,Rooftop - North,5.042,1.452,23.8,57.6,518.0,14.0,1
314,2024-03-16 00:00:00,SENSOR-014,Rooftop - South,5.05,2.474,23.0,66.8,586.0,30.1,1
315,2024-03-16 00:00:00,SENSOR-015,Basement - Main,-0.053,1.984,19.4,50.9,708.0,54.7,0
316,2024-03-16 00:00:00,SENSOR-016,Basement - Storage,0.027,1.039,20.1,63.3,401.0,50.4,1
317,2024-03-16 00:00:00,SENSOR-017,Lobby - Entrance,0.465,1.924,23.6,47.5,504.0,44.1,0
318,2024-03-16 00:00:00,SENSOR-018,Lobby - Reception,0.487,0.97,21.9,53.2,415.0,40.7,1
319,2024-03-16 00:00:00,SENSOR-019,Carpark - B1,-1.05,2.0,19.2,50.9,405.0,54.3,1
320,2024-03-16 00:00:00,SENSOR-020,Carpark - B2,-2.003,1.953,18.7,54.9,479.0,33.3,0
321,2024-03-17 00:00:00,SENSOR-001,Floor 1 - Zone A,1.023,1.026,19.3,67.9,475.0,32.7,1
322,2024-03-17 00:00:00,SENSOR-002,Floor 1 - Zone B,0.994,1.993,21.7,47.9,595.0,34.5,1
323,2024-03-17 00:00:00,SENSOR-003,Floor 1 - Zone C,1.003,3.007,20.8,55.9,545.0,50.2,1
324,2024-03-17 00:00:00,SENSOR-004,Floor 2 - Zone A,1.964,1.027,23.8,50.5,537.0,40.6,1
325,2024-03-17 00:00:00,SENSOR-005,Floor 2 - Zone B,1.972,2.086,23.1,46.6,355.0,35.4,0
326,2024-03-17 00:00:00,SENSOR-006,Floor 2 - Zone C,2.009,2.953,22.5,52.2,479.0,34.4,0
327,2024-03-17 00:00:00,SENSOR-007,Floor 3 - Zone A,3.071,0.968,22.7,61.5,473.0,34.0,1
328,2024-03-17 00:00:00,SENSOR-008,Floor 3 - Zone B,3.029,2.011,22.9,54.8,395.0,36.4,0
329,2024-03-17 00:00:00,SENSOR-009,Floor 3 - Zone C,2.883,2.978,21.2,59.0,465.0,41.2,0
330,2024-03-17 00:00:00,SENSOR-010,Floor 4 - Zone A,3.991,0.974,22.1,56.9,543.0,34.9,1
331,2024-03-17 00:00:00,SENSOR-011,Floor 4 - Zone B,3.981,1.996,21.8,61.6,437.0,39.9,1
332,2024-03-17 00:00:00,SENSOR-012,Floor 4 - Zone C,4.06,2.952,21.8,57.1,445.0,43.7,1
333,2024-03-17 00:00:00,SENSOR-013,Rooftop - North,5.024,1.54,26.7,48.7,394.0,32.2,1
334,2024-03-17 00:00:00,SENSOR-014,Rooftop - South,4.974,2.476,24.7,63.3,368.0,47.0,1
335,2024-03-17 00:00:00,SENSOR-015,Basement - Main,0.057,2.063,19.1,62.3,484.0,41.6,1
336,2024-03-17 00:00:00,SENSOR-016,Basement - Storage,-0.005,0.928,20.6,44.8,478.0,37.6,1
337,2024-03-17 00:00:00,SENSOR-017,Lobby - Entrance,0.491,1.994,22.7,61.3,422.0,35.3,1
338,2024-03-17 00:00:00,SENSOR-018,Lobby - Reception,0.521,0.958,22.6,57.4,368.0,43.2,1
339,2024-03-17 00:00:00,SENSOR-019,Carpark - B1,-0.992,1.918,19.6,62.8,441.0,19.4,1
340,2024-03-17 00:00:00,SENSOR-020,Carpark - B2,-1.941,1.989,18.4,49.1,534.0,54.7,1
341,2024-03-18 00:00:00,SENSOR-001,Floor 1 - Zone A,1.079,0.983,22.2,58.9,541.0,62.8,1
342,2024-03-18 00:00:00,SENSOR-002,Floor 1 - Zone B,0.941,1.961,23.1,45.3,487.0,37.3,1
343,2024-03-18 00:00:00,SENSOR-003,Floor 1 - Zone C,1.024,2.995,23.4,58.2,406.0,53.8,1
344,2024-03-18 00:00:00,SENSOR-004,Floor 2 - Zone A,1.984,0.991,22.0,53.3,440.0,40.1,1
345,2024-03-18 00:00:00,SENSOR-005,Floor 2 - Zone B,2.012,2.006,21.4,53.4,311.0,39.6,1
346,2024-03-18 00:00:00,SENSOR-006,Floor 2 - Zone C,2.041,3.068,22.8,47.0,365.0,30.0,1
347,2024-03-18 00:00:00,SENSOR-007,Floor 3 - Zone A,3.003,0.934,21.8,48.9,474.0,50.4,1
348,2024-03-18 00:00:00,SENSOR-008,Floor 3 - Zone B,3.102,2.035,22.2,59.7,,38.8,1
349,2024-03-18 00:00:00,SENSOR-009,Floor 3 - Zone C,2.931,3.005,22.5,58.8,471.0,50.0,1
350,2024-03-18 00:00:00,SENSOR-010,Floor 4 - Zone A,3.909,0.998,20.2,57.0,455.0,41.0,0
351,2024-03-18 00:00:00,SENSOR-011,Floor 4 - Zone B,4.075,1.98,22.7,49.8,405.0,44.5,1
352,2024-03-18 00:00:00,SENSOR-012,Floor 4 - Zone C,3.971,2.994,21.6,49.4,464.0,29.6,0
353,2024-03-18 00:00:00,SENSOR-013,Rooftop - North,5.103,1.458,25.6,61.9,397.0,45.0,1
354,2024-03-18 00:00:00,SENSOR-014,Rooftop - South,5.031,2.575,22.2,43.8,496.0,45.8,1
355,2024-03-18 00:00:00,SENSOR-015,Basement - Main,0.061,2.037,21.2,67.3,434.0,45.7,1
356,2024-03-18 00:00:00,SENSOR-016,Basement - Storage,0.027,0.961,21.4,47.2,308.0,34.0,1
357,2024-03-18 00:00:00,SENSOR-017,Lobby - Entrance,0.5,2.045,21.1,54.4,507.0,43.9,0
358,2024-03-18 00:00:00,SENSOR-018,Lobby - Reception,0.483,1.056,21.0,45.9,487.0,27.6,1
359,2024-03-18 00:00:00,SENSOR-019,Carpark - B1,-0.99,1.924,18.9,57.0,389.0,55.6,1
360,2024-03-18 00:00:00,SENSOR-020,Carpark - B2,-2.039,2.065,20.4,52.9,412.0,48.5,1
361,2024-03-19 00:00:00,SENSOR-001,Floor 1 - Zone A,1.046,1.036,20.6,55.9,414.0,41.4,0
362,2024-03-19 00:00:00,SENSOR-002,Floor 1 - Zone B,1.005,1.935,23.7,61.0,535.0,21.8,1
363,2024-03-19 00:00:00,SENSOR-003,Floor 1 - Zone C,0.953,3.074,22.1,62.8,470.0,39.4,1
364,2024-03-19 00:00:00,SENSOR-004,Floor 2 - Zone A,1.98,1.02,20.8,58.0,631.0,48.0,0
365,2024-03-19 00:00:00,SENSOR-005,Floor 2 - Zone B,1.922,2.101,23.5,65.2,385.0,28.6,0
366,2024-03-19 00:00:00,SENSOR-006,Floor 2 - Zone C,1.985,2.97,21.1,57.1,494.0,50.0,0
367,2024-03-19 00:00:00,SENSOR-007,Floor 3 - Zone A,2.991,0.922,20.6,68.1,425.0,47.1,1
368,2024-03-19 00:00:00,SENSOR-008,Floor 3 - Zone B,2.998,1.937,22.2,68.9,,36.7,1
369,2024-03-19 00:00:00,SENSOR-009,Floor 3 - Zone C,3.001,3.053,21.4,50.3,489.0,45.3,1
370,2024-03-19 00:00:00,SENSOR-010,Floor 4 - Zone A,4.096,1.029,24.2,42.3,390.0,33.1,1
371,2024-03-19 00:00:00,SENSOR-011,Floor 4 - Zone B,3.999,1.975,22.9,69.6,420.0,39.9,0
372,2024-03-19 00:00:00,SENSOR-012,Floor 4 - Zone C,3.988,3.045,23.5,44.5,437.0,27.5,1
373,2024-03-19 00:00:00,SENSOR-013,Rooftop - North,4.946,1.504,23.0,59.6,584.0,47.9,1
374,2024-03-19 00:00:00,SENSOR-014,Rooftop - South,5.076,2.436,25.2,62.8,411.0,40.9,1
375,2024-03-19 00:00:00,SENSOR-015,Basement - Main,-0.043,2.129,20.2,38.7,434.0,32.2,1
376,2024-03-19 00:00:00,SENSOR-016,Basement - Storage,0.034,1.019,18.6,52.1,369.0,40.4,1
377,2024-03-19 00:00:00,SENSOR-017,Lobby - Entrance,0.564,1.995,22.1,44.6,443.0,49.4,1
378,2024-03-19 00:00:00,SENSOR-018,Lobby - Reception,0.399,1.014,22.3,58.5,398.0,33.4,0
379,2024-03-19 00:00:00,SENSOR-019,Carpark - B1,-0.951,2.12,21.2,61.0,385.0,40.5,0
380,2024-03-19 00:00:00,SENSOR-020,Carpark - B2,-1.927,2.062,17.2,54.3,438.0,61.9,1
381,2024-03-20 00:00:00,SENSOR-001,Floor 1 - Zone A,0.922,1.02,22.7,60.1,564.0,41.6,0
382,2024-03-20 00:00:00,SENSOR-002,Floor 1 - Zone B,1.031,1.972,22.6,65.1,540.0,49.7,1
383,2024-03-20 00:00:00,SENSOR-003,Floor 1 - Zone C,1.039,3.055,22.0,52.9,450.0,37.4,0
384,2024-03-20 00:00:00,SENSOR-004,Floor 2 - Zone A,1.984,1.018,19.9,64.8,443.0,36.4,1
385,2024-03-20 00:00:00,SENSOR-005,Floor 2 - Zone B,2.044,2.013,,56.5,398.0,21.9,0
386,2024-03-20 00:00:00,SENSOR-006,Floor 2 - Zone C,2.009,3.023,24.4,51.8,477.0,58.5,1
387,2024-03-20 00:00:00,SENSOR-007,Floor 3 - Zone A,3.03,0.991,21.0,54.0,469.0,57.9,1
388,2024-03-20 00:00:00,SENSOR-008,Floor 3 - Zone B,3.02,2.045,24.5,58.0,422.0,40.0,1
389,2024-03-20 00:00:00,SENSOR-009,Floor 3 - Zone C,2.921,3.006,22.8,51.0,520.0,20.1,1
390,2024-03-20 00:00:00,SENSOR-010,Floor 4 - Zone A,3.964,1.044,21.9,64.1,536.0,53.4,1
391,2024-03-20 00:00:00,SENSOR-011,Floor 4 - Zone B,3.985,2.016,21.2,64.7,447.0,51.8,1
392,2024-03-20 00:00:00,SENSOR-012,Floor 4 - Zone C,3.931,2.951,23.3,47.1,370.0,59.4,1
393,2024-03-20 00:00:00,SENSOR-013,Rooftop - North,5.027,1.53,24.8,50.6,537.0,67.1,1
394,2024-03-20 00:00:00,SENSOR-014,Rooftop - South,4.873,2.5,26.0,57.8,475.0,45.5,1
395,2024-03-20 00:00:00,SENSOR-015,Basement - Main,-0.06,2.073,,60.7,508.0,52.2,0
396,2024-03-20 00:00:00,SENSOR-016,Basement - Storage,0.03,0.966,18.8,54.3,495.0,22.4,1
397,2024-03-20 00:00:00,SENSOR-017,Lobby - Entrance,0.508,2.062,21.7,52.9,,38.7,0
398,2024-03-20 00:00:00,SENSOR-018,Lobby - Reception,0.43,0.945,23.8,40.9,441.0,41.3,1
399,2024-03-20 00:00:00,SENSOR-019,Carpark - B1,-0.977,1.949,19.5,44.6,510.0,28.0,0
400,2024-03-20 00:00:00,SENSOR-020,Carpark - B2,-2.125,1.988,18.9,38.1,495.0,57.0,1
401,2024-03-21 00:00:00,SENSOR-001,Floor 1 - Zone A,1.002,1.018,20.4,64.4,564.0,33.7,1
402,2024-03-21 00:00:00,SENSOR-002,Floor 1 - Zone B,1.005,1.87,20.0,51.9,301.0,33.3,0
403,2024-03-21 00:00:00,SENSOR-003,Floor 1 - Zone C,1.044,2.98,22.1,42.3,440.0,34.1,1
404,2024-03-21 00:00:00,SENSOR-004,Floor 2 - Zone A,2.035,1.045,24.7,64.5,461.0,33.1,1
405,2024-03-21 00:00:00,SENSOR-005,Floor 2 - Zone B,1.999,2.044,23.2,55.2,546.0,53.5,1
406,2024-03-21 00:00:00,SENSOR-006,Floor 2 - Zone C,2.018,3.036,22.8,62.9,397.0,41.5,1
407,2024-03-21 00:00:00,SENSOR-007,Floor 3 - Zone A,3.03,0.993,23.6,53.9,429.0,20.9,0
408,2024-03-21 00:00:00,SENSOR-008,Floor 3 - Zone B,2.931,2.065,20.5,58.8,527.0,53.9,0
409,2024-03-21 00:00:00,SENSOR-009,Floor 3 - Zone C,3.126,3.047,20.2,66.0,367.0,32.7,1
410,2024-03-21 00:00:00,SENSOR-010,Floor 4 - Zone A,4.031,1.028,22.4,58.1,442.0,27.7,1
411,2024-03-21 00:00:00,SENSOR-011,Floor 4 - Zone B,3.943,2.057,22.5,48.0,415.0,58.0,1
412,2024-03-21 00:00:00,SENSOR-012,Floor 4 - Zone C,3.997,2.98,19.5,64.9,463.0,50.8,1
413,2024-03-21 00:00:00,SENSOR-013,Rooftop - North,4.992,1.437,24.0,42.0,476.0,32.9,1
414,2024-03-21 00:00:00,SENSOR-014,Rooftop - South,4.921,2.456,23.2,45.0,410.0,36.7,1
415,2024-03-21 00:00:00,SENSOR-015,Basement - Main,0.035,1.953,19.5,69.0,495.0,51.8,0
416,2024-03-21 00:00:00,SENSOR-016,Basement - Storage,-0.073,1.014,18.2,48.3,432.0,54.3,0
417,2024-03-21 00:00:00,SENSOR-017,Lobby - Entrance,0.552,1.996,20.1,49.9,599.0,34.8,1
418,2024-03-21 00:00:00,SENSOR-018,Lobby - Reception,0.554,0.916,22.5,45.0,329.0,50.4,1
419,2024-03-21 00:00:00,SENSOR-019,Carpark - B1,-1.045,1.982,19.5,44.2,500.0,41.3,0
420,2024-03-21 00:00:00,SENSOR-020,Carpark - B2,-2.049,1.943,19.7,42.9,675.0,51.8,1
421,2024-03-22 00:00:00,SENSOR-001,Floor 1 - Zone A,1.021,1.039,22.7,50.4,549.0,36.2,1
422,2024-03-22 00:00:00,SENSOR-002,Floor 1 - Zone B,0.987,2.036,23.1,65.4,,36.2,0
423,2024-03-22 00:00:00,SENSOR-003,Floor 1 - Zone C,0.991,3.035,22.3,52.8,508.0,44.0,1
424,2024-03-22 00:00:00,SENSOR-004,Floor 2 - Zone A,2.045,1.028,21.5,59.0,433.0,42.2,1
425,2024-03-22 00:00:00,SENSOR-005,Floor 2 - Zone B,2.007,1.959,21.1,60.0,,44.8,1
426,2024-03-22 00:00:00,SENSOR-006,Floor 2 - Zone C,1.976,2.936,20.7,64.5,550.0,46.5,1
427,2024-03-22 00:00:00,SENSOR-007,Floor 3 - Zone A,3.103,0.965,20.4,47.6,451.0,30.4,0
428,2024-03-22 00:00:00,SENSOR-008,Floor 3 - Zone B,3.08,2.07,22.6,52.5,518.0,30.9,0
429,2024-03-22 00:00:00,SENSOR-009,Floor 3 - Zone C,2.981,2.975,20.3,42.6,,27.6,1
430,2024-03-22 00:00:00,SENSOR-010,Floor 4 - Zone A,4.018,0.95,,58.1,580.0,51.0,1
431,2024-03-22 00:00:00,SENSOR-011,Floor 4 - Zone B,4.037,2.078,22.1,47.3,461.0,52.3,1
432,2024-03-22 00:00:00,SENSOR-012,Floor 4 - Zone C,3.964,2.972,20.6,41.7,442.0,38.3,0
433,2024-03-22 00:00:00,SENSOR-013,Rooftop - North,5.007,1.502,23.5,51.9,363.0,29.9,1
434,2024-03-22 00:00:00,SENSOR-014,Rooftop - South,5.096,2.484,23.1,59.5,303.0,42.8,1
435,2024-03-22 00:00:00,SENSOR-015,Basement - Main,0.012,2.053,19.4,44.4,389.0,42.8,1
436,2024-03-22 00:00:00,SENSOR-016,Basement - Storage,0.052,0.975,18.1,51.1,316.0,31.0,1
437,2024-03-22 00:00:00,SENSOR-017,Lobby - Entrance,0.467,1.942,24.0,53.9,578.0,51.7,0
438,2024-03-22 00:00:00,SENSOR-018,Lobby - Reception,0.554,1.02,24.8,47.6,221.0,47.9,1
439,2024-03-22 00:00:00,SENSOR-019,Carpark - B1,-0.957,2.018,20.6,68.1,349.0,47.3,0
440,2024-03-22 00:00:00,SENSOR-020,Carpark - B2,-2.057,2.016,21.8,54.6,,55.1,1
441,2024-03-23 00:00:00,SENSOR-001,Floor 1 - Zone A,1.058,1.056,23.0,50.0,532.0,46.2,0
442,2024-03-23 00:00:00,SENSOR-002,Floor 1 - Zone B,0.948,2.06,22.3,62.0,486.0,32.2,1
443,2024-03-23 00:00:00,SENSOR-003,Floor 1 - Zone C,1.023,2.957,20.9,49.8,546.0,37.7,0
444,2024-03-23 00:00:00,SENSOR-004,Floor 2 - Zone A,2.011,0.888,22.3,53.7,423.0,30.8,0
445,2024-03-23 00:00:00,SENSOR-005,Floor 2 - Zone B,2.112,2.006,20.9,52.9,410.0,49.5,1
446,2024-03-23 00:00:00,SENSOR-006,Floor 2 - Zone C,2.02,2.957,24.5,38.5,382.0,47.3,1
447,2024-03-23 00:00:00,SENSOR-007,Floor 3 - Zone A,3.027,1.056,22.4,53.0,496.0,44.9,1
448,2024-03-23 00:00:00,SENSOR-008,Floor 3 - Zone B,2.926,1.889,20.5,63.1,280.0,35.9,0
449,2024-03-23 00:00:00,SENSOR-009,Floor 3 - Zone C,2.936,2.899,20.5,58.0,404.0,46.4,1
450,2024-03-23 00:00:00,SENSOR-010,Floor 4 - Zone A,3.923,1.051,23.7,55.4,389.0,42.5,1
451,2024-03-23 00:00:00,SENSOR-011,Floor 4 - Zone B,4.028,2.0,21.6,61.0,408.0,43.8,0
452,2024-03-23 00:00:00,SENSOR-012,Floor 4 - Zone C,3.924,2.977,20.9,69.7,339.0,36.9,1
453,2024-03-23 00:00:00,SENSOR-013,Rooftop - North,4.982,1.535,24.0,55.5,356.0,28.4,0
454,2024-03-23 00:00:00,SENSOR-014,Rooftop - South,4.958,2.449,24.7,67.9,320.0,35.1,1
455,2024-03-23 00:00:00,SENSOR-015,Basement - Main,-0.016,2.004,17.4,53.2,463.0,38.2,0
456,2024-03-23 00:00:00,SENSOR-016,Basement - Storage,0.008,0.91,,61.0,529.0,40.8,0
457,2024-03-23 00:00:00,SENSOR-017,Lobby - Entrance,0.486,1.992,22.6,48.6,542.0,44.9,1
458,2024-03-23 00:00:00,SENSOR-018,Lobby - Reception,0.438,0.987,21.9,65.9,441.0,37.7,0
459,2024-03-23 00:00:00,SENSOR-019,Carpark - B1,-0.926,2.027,20.3,50.9,547.0,68.5,1
460,2024-03-23 00:00:00,SENSOR-020,Carpark - B2,-1.939,2.027,21.2,47.9,487.0,50.2,1
461,2024-03-24 00:00:00,SENSOR-001,Floor 1 - Zone A,0.987,1.009,21.8,43.3,294.0,41.5,1
462,2024-03-24 00:00:00,SENSOR-002,Floor 1 - Zone B,1.043,1.946,23.3,44.3,407.0,31.1,0
463,2024-03-24 00:00:00,SENSOR-003,Floor 1 - Zone C,1.013,2.889,22.5,39.8,301.0,64.4,1
464,2024-03-24 00:00:00,SENSOR-004,Floor 2 - Zone A,1.997,1.087,22.2,51.7,419.0,23.7,0
465,2024-03-24 00:00:00,SENSOR-005,Floor 2 - Zone B,2.004,2.033,22.9,55.5,526.0,29.6,1
466,2024-03-24 00:00:00,SENSOR-006,Floor 2 - Zone C,1.908,2.979,23.4,57.4,441.0,35.6,1
467,2024-03-24 00:00:00,SENSOR-007,Floor 3 - Zone A,3.003,1.018,22.3,51.5,621.0,45.9,1
